gruppo,nomeGruppo,senatore,nome,cognome,carica,inizioAdesione
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/33070,Claudio,Borghi,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/29067,Gian Marco,Centinaio,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/36396,Marco,Dreosto,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/34243,Andrea,Paganella,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/1116,Antonino,Germana',Vicepresidente,2022-11-08
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/32697,Stefania,Pucciarelli,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/30915,Paolo,Tosato,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/32677,Andrea,Ostellari,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/33022,Manfredi,Potenti,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/29185,Erika,Stefani,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/32862,Gianluca,Cantalamessa,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/18562,Daisy,Pirovano,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/32706,Massimiliano,Romeo,Presidente,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/25407,Matteo,Salvini,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/422,Roberto,Calderoli,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/36013,Tilde,Minasi,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/32598,Maria Cristina,Cantu',Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/32590,Lucia,Borgonzoni,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/32721,Elena,Testor,Membro,2022-10-18
